,cik,company
3089,1396279,"HHGREGG, INC."
3090,1396426,HAWKER BEECHCRAFT ACQUISITION CO LLC
3091,1396838,DOLAN CO.
3092,1397516,REX ENERGY CORP
3093,1397867,GLOBAL AVIATION HOLDINGS INC.
3094,1398006,"OAK RIDGE FINANCIAL SERVICES, INC."
3095,1398987,REALOGY HOLDINGS CORP.
3096,1399521,LIHUA INTERNATIONAL INC.
3097,1399935,FRANCESCA'S HOLDINGS CORP
3098,1401521,UNITED INSURANCE HOLDINGS CORP.
3099,1401708,NANOSTRING TECHNOLOGIES INC
3100,1402175,HICKS ACQUISITION CO I INC.
3101,1402281,ERIN ENERGY CORP.
3102,1402366,"LVB ACQUISITION, INC."
3103,1403256,"SCULPTOR CAPITAL MANAGEMENT, INC."
3104,1403853,"NUVERRA ENVIRONMENTAL SOLUTIONS, INC."
3105,1404306,FIRST ADVANTAGE BANCORP
3106,1404624,"AFFINION GROUP HOLDINGS, INC."
3107,1405073,APPROACH RESOURCES INC
3108,1405082,TRIPLECROWN ACQUISITION CORP.
3109,1405197,TALECRIS BIOTHERAPEUTICS HOLDINGS CORP.
3110,1406081,GUARANTY FINANCIAL GROUP INC.
3111,1407703,FIRSTENERGY SOLUTIONS CORP.
3112,1408287,ZEP INC.
3113,1409775,"BBVA USA BANCSHARES, INC."
3114,1409916,NOBILIS HEALTH CORP.
3115,1410402,FX REAL ESTATE & ENTERTAINMENT INC.
3116,1410636,"AMERICAN WATER WORKS COMPANY, INC."
3117,1410637,"RHI ENTERTAINMENT, INC."
3118,1410939,OPHTHOTECH CORP.
3119,1411059,"KBS REAL ESTATE INVESTMENT TRUST II, INC."
3120,1411583,WILLIAMS PIPELINE PARTNERS L.P.
3121,1412347,"WESTMORELAND RESOURCE PARTNERS, LP"
3122,1413507,SRC ENERGY INC.
3123,1413898,A. H. BELO CORP
3124,1414475,WESTERN GAS PARTNERS LP
3125,1414937,"UCI HOLDCO, INC."
3126,1415020,THOMPSON CREEK METALS CO INC.
3127,1415301,"DEL FRISCO'S RESTAURANT GROUP, INC."
3128,1416083,"CATALENT PHARMA SOLUTIONS, INC."
3129,1416265,"PROSPER MARKETPLACE, INC"
3130,1418076,SOLAR CAPITAL LTD.
3131,1418100,AVAYA HOLDINGS CORP.
3132,1419242,ATLANTIC POWER CORP
3133,1419428,VANTAGE DRILLING CO
3134,1420525,"1ST CENTURY BANCSHARES, INC."
3135,1420800,COLFAX CORP
3136,1422105,NORANDA ALUMINUM HOLDING CORP
3137,1425923,"COLE CREDIT PROPERTY TRUST III, INC."
3138,1430259,CAREY WATERMARK INVESTORS INC
3139,1431372,GASTAR EXPLORATION INC.
3140,1436040,"BRINK'S HOME SECURITY HOLDINGS, INC."
3141,1437106,"ASCENT CAPITAL GROUP, INC."
3142,1437479,ENB FINANCIAL CORP
3143,1437557,"LILIS ENERGY, INC."
3144,1440024,"ROADRUNNER TRANSPORTATION SYSTEMS, INC."
3145,1440172,BLUFOREST INC.
3146,1440292,UNITED DEVELOPMENT FUNDING IV
3147,1441848,FACET BIOTECH CORP
3148,1441849,CLOUD PEAK ENERGY INC.
3149,1442626,"BLUEROCK RESIDENTIAL GROWTH REIT, INC."
3150,1445049,ENERGY FUTURE COMPETITIVE HOLDINGS CO LLC
3151,1445146,ENERGY FUTURE INTERMEDIATE HOLDING CO LLC
3152,1449732,"WILLBROS GROUP, INC.\NEW\"
3153,1449794,"EMBASSY BANCORP, INC."
3154,1461993,"MELINTA THERAPEUTICS, INC. /NEW/"
3155,1465872,VANTAGE DRILLING INTERNATIONAL
3156,1466301,"CLOVIS ONCOLOGY, INC."
3157,1469433,ANCESTRY.COM INC.
3158,1469606,ANDATEE CHINA MARINE FUEL SERVICES CORP
3159,1471261,"COBALT INTERNATIONAL ENERGY, INC."
3160,1472093,ATHENS BANCSHARES CORP
3161,1473061,POSTROCK ENERGY CORP
3162,1473597,"STR HOLDINGS, INC."
3163,1473844,"CBTX, INC."
3164,1474301,"TOYS R US PROPERTY CO I, LLC"
3165,1474464,NEW YORK REIT LIQUIDATING LLC
3166,1476246,TROPICANA ENTERTAINMENT INC.
3167,1478950,"EXCEL TRUST, INC."
3168,1481506,PAA NATURAL GAS STORAGE LP
3169,1483173,TOPS HOLDING CORP
3170,1486159,OASIS PETROLEUM INC.
3171,1487843,YANGTZE RIVER PORT & LOGISTICS LTD
3172,1488419,"SINO AGRO FOOD, INC."
3173,1489137,"MOLYCORP, INC."
3174,1490165,ERICKSON INC.
3175,1490349,MEDLEY CAPITAL CORP
3176,1490626,"COLE CORPORATE INCOME TRUST, INC."
3177,1490630,RHINO RESOURCE PARTNERS LP
3178,1492426,HORIZON THERAPEUTICS PUBLIC LTD CO
3179,1493491,HERITAGE FINANCIAL GROUP INC
3180,1494448,"EMERGENT CAPITAL, INC."
3181,1496631,FIRST NBC BANK HOLDING CO
3182,1497188,"TOYS R US PROPERTY CO II, LLC"
3183,1498301,"ASCENA RETAIL GROUP, INC."
3184,1498542,"CIM INCOME NAV, INC."
3185,1498547,"COLE CREDIT PROPERTY TRUST IV, INC."
3186,1498828,HOWARD HUGHES CORP
3187,1499268,AFFINITY GAMING
3188,1499912,"GLOBAL BROKERAGE, INC."
3189,1500157,"LANTHEUS MEDICAL IMAGING, INC."
3190,1500341,"BWAY INTERMEDIATE COMPANY, INC."
3191,1501078,OCONEE FEDERAL FINANCIAL CORP.
3192,1501134,INVITAE CORP
3193,1501331,"MINDEN BANCORP, INC."
3194,1501919,SSI INVESTMENTS II LTD
3195,1502034,"GNC HOLDINGS, INC."
3196,1504747,SWISHER HYGIENE INC.
3197,1507563,"ESH HOSPITALITY, INC."
3198,1508171,SOLAR SENIOR CAPITAL LTD.
3199,1510871,CHINA INDUSTRIAL STEEL INC.
3200,1512077,GLOBAL EAGLE ENTERTAINMENT INC.
3201,1512673,"SQUARE, INC."
3202,1513153,FCA US LLC
3203,1513161,"HOME LOAN SERVICING SOLUTIONS, LTD."
3204,1513514,TRANSUNION CORP.
3205,1514226,"DELTA TUCKER HOLDINGS, INC."
3206,1514242,PERFORMANCE SPORTS GROUP LTD.
3207,1515003,CPI INTERNATIONAL HOLDING CORP.
3208,1515382,"CLUBCORP CLUB OPERATIONS, INC."
3209,1516479,"INSYS THERAPEUTICS, INC."
3210,1517007,"MARINA DISTRICT FINANCE COMPANY, INC."
3211,1517228,"COMMSCOPE HOLDING COMPANY, INC."
3212,1517342,PACIFIC DRILLING S.A.
3213,1519061,TRINSEO S.A.
3214,1519751,"FORTUNE BRANDS HOME & SECURITY, INC."
3215,1520697,"ACADIA HEALTHCARE COMPANY, INC."
3216,1521722,ATKORE INTERNATIONAL HOLDINGS INC.
3217,1522690,"GWG HOLDINGS, INC."
3218,1523854,"WEST END INDIANA BANCSHARES, INC."
3219,1526796,"IGNITE RESTAURANT GROUP, INC."
3220,1527190,"NATIONAL CINEMEDIA, LLC"
3221,1527383,BANKGUAM HOLDING CO
3222,1528129,"LAREDO PETROLEUM, INC."
3223,1528610,POLONIA BANCORP INC
3224,1528837,SANCHEZ ENERGY CORP
3225,1528985,"INLAND REAL ESTATE INCOME TRUST, INC."
3226,1529463,"FTS INTERNATIONAL, INC."
3227,1530721,MICHAEL KORS HOLDINGS LTD
3228,1530796,"MILAGRO OIL & GAS, INC."
3229,1531271,"CITYCENTER HOLDINGS, LLC"
3230,1531537,"BREF HR, LLC"
3231,1532750,"TITAN ENERGY, LLC"
3232,1532930,SEVENTY SEVEN ENERGY INC.
3233,1534254,CION INVESTMENT CORP
3234,1536035,"ROUNDY'S, INC."
3235,1537660,ARMORED AUTOGROUP INC.
3236,1539638,"TRIUMPH BANCORP, INC."
3237,1539894,"ATLAS FINANCIAL HOLDINGS, INC."
3238,1540563,DYNACAST INTERNATIONAL INC.
3239,1540729,FORESIGHT ENERGY LP
3240,1544206,"TCG BDC, INC."
3241,1545158,"KRAFT FOODS GROUP, INC."
3242,1545391,TCP INTERNATIONAL HOLDINGS LTD.
3243,1546417,"BLOOMIN' BRANDS, INC."
3244,1547635,"MADISON COUNTY FINANCIAL, INC."
3245,1547638,"SOUTHCROSS ENERGY PARTNERS, L.P."
3246,1548621,"NPC RESTAURANT HOLDINGS, LLC"
3247,1548691,SAMSON RESOURCES CORP
3248,1549756,"LINNCO, LLC"
3249,1549848,HI-CRUSH INC.
3250,1553079,"EMPIRE STATE REALTY OP, L.P."
3251,1553326,"WESTBURY BANCORP, INC."
3252,1553588,"SFX ENTERTAINMENT, INC"
3253,1555074,ALTISOURCE ASSET MANAGEMENT CORP
3254,1555177,EMERGE ENERGY SERVICES LP
3255,1555492,FAIRWAY GROUP HOLDINGS CORP
3256,1556593,NEW RESIDENTIAL INVESTMENT CORP.
3257,1559053,PROTHENA CORP PUBLIC LTD CO
3258,1560443,NEW SOURCE ENERGY PARTNERS L.P.
3259,1561387,"HEALTH INSURANCE INNOVATIONS, INC."
3260,1562528,"BENEFIT STREET PARTNERS REALTY TRUST, INC."
3261,1564902,"SEAWORLD ENTERTAINMENT, INC."
3262,1566445,BRE SELECT HOTELS CORP
3263,1566469,"NANTHEALTH, INC."
3264,1567892,MALLINCKRODT PLC
3265,1568162,"AMERICAN FINANCE TRUST, INC"
3266,1568832,RCS CAPITAL CORP
3267,1570585,LIBERTY GLOBAL PLC
3268,1571329,CAPITALA FINANCE CORP.
3269,1573166,"JONES ENERGY, INC."
3270,1573221,"THEREALREAL, INC."
3271,1575051,CINER RESOURCES LP
3272,1575311,BROOKFIELD DTLA FUND OFFICE TRUST INVESTOR INC.
3273,1575360,"FTD COMPANIES, INC."
3274,1575599,"AZURE MIDSTREAM PARTNERS, LP"
3275,1576018,THIRD POINT REINSURANCE LTD.
3276,1579471,COLONY STARWOOD HOMES
3277,1579823,"NEWAGE, INC."
3278,1580185,J.G. WENTWORTH CO
3279,1582966,"CHENIERE ENERGY PARTNERS LP HOLDINGS, LLC"
3280,1584701,TOPS HOLDING II CORP
3281,1584952,EP ENERGY CORP
3282,1586300,CHC GROUP LTD.
3283,1587987,NEWTEK BUSINESS SERVICES CORP.
3284,1590364,FORTRESS TRANSPORTATION & INFRASTRUCTURE INVESTORS LLC
3285,1592057,"ENVIVA PARTNERS, LP"
3286,1592058,PARTY CITY HOLDCO INC.
3287,1593034,ENDO INTERNATIONAL PLC
3288,1594590,PARAGON OFFSHORE PLC
3289,1594686,WASHINGTON PRIME GROUP INC.
3290,1595527,"NEW YORK CITY REIT, INC."
3291,1595585,"TRICIDA, INC."
3292,1598428,TIMKENSTEEL CORP
3293,1600890,"MELROSE BANCORP, INC."
3294,1601548,"VECTRUS, INC."
3295,1602065,VIPER ENERGY PARTNERS LP
3296,1602367,ADEPTUS HEALTH INC.
3297,1603291,"EASTERN ENERGY GAS HOLDINGS, LLC"
3298,1603756,"AXONICS MODULATION TECHNOLOGIES, INC."
3299,1604738,ASHFORD INC.
3300,1606180,"AAC HOLDINGS, INC."
3301,1606268,"SPARK ENERGY, INC."
3302,1606745,"LIBERTY TRIPADVISOR HOLDINGS, INC."
3303,1609804,ORION ENGINEERED CARBONS S.A.
3304,1610682,USD PARTNERS LP
3305,1611110,MEDLEY MANAGEMENT INC.
3306,1614184,CADENCE BANCORPORATION
3307,1618755,RESTAURANT BRANDS INTERNATIONAL LIMITED PARTNERSHIP
3308,1619917,"PATRIOT NATIONAL, INC."
3309,1623595,"ATLAS ENERGY GROUP, LLC"
3310,1624826,MPM HOLDINGS INC.
3311,1630031,BRIXMOR OPERATING PARTNERSHIP LP
3312,1630132,"BOJANGLES', INC."
3313,1632933,"EQT GP HOLDINGS, LP"
3314,1648428,"SEQUENTIAL BRANDS GROUP, INC."
3315,1650445,QUORUM HEALTH CORP
3316,1655075,"ARMSTRONG FLOORING, INC."
3317,1655888,OWL ROCK CAPITAL CORP
3318,1659122,ROSEHILL RESOURCES INC.
3319,1660719,ARALEZ PHARMACEUTICALS INC.
3320,1661458,"HIGHLANDS REIT, INC."
3321,1661920,LONESTAR RESOURCES US INC.
3322,1668340,"BANCORP 34, INC."
3323,1669792,"ADVANCEPIERRE FOODS HOLDINGS, INC."
3324,1669812,"LSC COMMUNICATIONS, INC."
3325,1670349,"U.S. WELL SERVICES, INC."
3326,1674862,ASHLAND GLOBAL HOLDINGS INC
3327,1679688,"COLONY CAPITAL, INC."
3328,1681714,"BRAZOS VALLEY LONGHORN, L.L.C."
3329,1690769,"ALTA MESA RESOURCES, INC. /DE"
3330,1693256,"SELECT ENERGY SERVICES, INC."
3331,1694028,LIBERTY OILFIELD SERVICES INC.
3332,1703038,NRC GROUP HOLDINGS CORP.
3333,1704760,PENSARE ACQUISITION CORP
3334,1705110,ANGI HOMESERVICES INC.
3335,1705682,VENATOR MATERIALS PLC
3336,1708035,PQ GROUP HOLDINGS INC.
3337,1709401,"RUBIUS THERAPEUTICS, INC."
3338,1711291,CURO GROUP HOLDINGS CORP.
3339,1714973,KINDER MORGAN CANADA LTD
3340,1717547,"COLONY CREDIT REAL ESTATE, INC."
3341,1720990,FISKER INC./DE
3342,1722287,COVIA HOLDINGS CORP
3343,1725057,CERIDIAN HCM HOLDING INC.
3344,1730346,"CHARAH SOLUTIONS, INC."
3345,1735184,RETAIL VALUE INC.
3346,1737204,"RIVIERA RESOURCES, INC."
3347,1739426,OSMOTICA PHARMACEUTICALS PLC
3348,1739936,SVMK INC.
3349,1739940,CIGNA CORP
3350,1742924,LIVENT CORP.
3351,1747079,BALLY'S CORP
3352,1754195,TRULIEVE CANNABIS CORP.
3353,1759546,LORDSTOWN MOTORS CORP.
3354,1760173,"RTI SURGICAL HOLDINGS, INC."
3355,1766368,"MAYVILLE ENGINEERING COMPANY, INC."
3356,1767837,"RICHMOND MUTUAL BANCORPORATION, INC."
3357,1772720,XL FLEET CORP.
3358,1775625,"SMILEDIRECTCLUB, INC."
3359,1784797,BROADMARK REALTY CAPITAL INC.
3360,1786352,"BILL.COM HOLDINGS, INC."
3361,1787384,"FFBW, INC. /MD/"
3362,1795139,GREEN THUMB INDUSTRIES INC.
3363,1803696,XPERI HOLDING CORP
3364,1818355,FOLEY TRASIMENE ACQUISITION II
3365,1821393,"AARON'S COMPANY, INC."
3366,1821788,HORIZON ACQUISITION CORP II
3367,1821806,"LESLIE'S, INC."
3368,1834585,JOANN INC.
